Name,Latitude,Longitude,Air conditioning,Housekeeping,Private balcony,Private bathrooms,VIP room facilities,Complimentary toiletries,Room service,Telephone,Minibar,Flatscreen TV,Wifi,Pool,Bar / lounge,Poolside bar,Free parking,Breakfast available,Restaurant,Airport transportation,Car hire,Taxi service,Banquet room,Meeting rooms,Conference facilities,Spa,Sauna,Currency exchange,24-hour security,Concierge,Baggage storage,Sun terrace,Shops,Butler service,First aid kit,Infirmary,24-hour front desk,Private check-in / check-out,Express check-in / check-out,Dry cleaning,Laundry service,Shoeshine,Ocean view,City view,Landmark view,Pool view,Non-smoking rooms,Smoking rooms available,Suites,Rating,Number of reviews,Price,Distance Score,Review Score
WelcomHeritage Haveli Dharampura,28.65326499938965,77.23231506347656,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,4.5,395,16284,487.64000000000016,8.47
bloomrooms @ Janpath,28.62232780456543,77.21705627441406,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.5,180,3253,552.9400000000003,7.07
Hotel Sunstar Heritage,28.64520263671875,77.18319702148438,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,4.5,344,2576,474.94000000000005,8.24
Hotel Emperor Palms,28.6458683013916,77.18800354003906,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.5,493,2430,487.7900000000001,8.8
Suncourt Hotel Yatri,28.644733428955078,77.18404388427734,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4.5,940,1904,487.7900000000001,9.38
Hotel Sunstar Grand,28.64624786376953,77.18412017822266,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.5,869,2128,474.94000000000005,9.35
Hotel Sunstar Residency,28.645109176635746,77.1824722290039,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,4.5,365,1456,474.94000000000005,8.34
The Beaufort Inn,28.5826416015625,77.25115966796875,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.5,188,3651,511.34000000000015,7.14
Hotel Arjun,28.64089584350586,77.21212005615234,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.5,322,1900,533.0700000000003,8.12
The Prime Balaji Deluxe @ New Delhi Railway Station Hotel,28.64529228210449,77.21746826171875,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4.0,799,2100,514.82,8.8
Hotel Tara Palace Chandni Chowk,28.65432548522949,77.23448181152344,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,4.0,542,2690,487.64000000000016,8.43
Taj Princess Hotel,28.64591407775879,77.1888656616211,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4.0,299,5600,480.36,7.49
Sri Sai Inn,28.590049743652344,77.25524139404297,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,4.0,3,999,551.6900000000003,4.06
Red Maple Bed and Breakfast,28.57347679138184,77.21964263916016,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,4.5,192,3192,549.2400000000001,7.18
The Hans Hotel,28.62856674194336,77.22554779052734,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3.5,851,4195,521.8700000000001,8.33
The Neem,28.54974365234375,77.23268127441406,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,4.5,63,3920,417.47,5.61
Hotel Bright,28.633134841918945,77.22282409667969,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.0,394,3920,533.2500000000001,7.97
Hotel All Iz Well,28.641075134277344,77.21401977539062,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,339,1320,533.0700000000003,7.71
Hotel Grand Park Inn,28.64696311950684,77.19579315185547,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,4.0,653,2789,494.38000000000005,8.63
Bajaj Indian Home Stay,28.64485740661621,77.18402862548828,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.5,338,3500,487.7900000000001,8.21
The Visaya,28.54361724853516,77.21099090576172,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,4.0,547,7280,373.8,8.44
Check In Room Main Bazar,28.658531188964844,77.04307556152344,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,5.0,119,2127,17.560000000000002,6.89
Hotel Eternity,28.52140998840332,77.214599609375,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4.5,149,2635,213.57,6.74
Hotel Le Roi Delhi,28.644269943237305,77.21060943603516,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,4.0,865,2117,533.0700000000003,8.84
Hotel Su Shree Continental,28.64454460144043,77.21321105957031,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,4.0,195,1290,533.0700000000003,6.71
Hotel The Spot,28.641582489013672,77.21419525146484,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,4.0,345,974,523.7500000000001,7.74
Hotel Gold Souk,28.65732002258301,77.19203186035156,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.5,106,2594,433.93,6.23
Hotel Cabana,28.64120483398437,77.21149444580078,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,4.5,308,2794,533.0700000000003,8.04
Hotel Pooja Palace,28.645465850830078,77.18859100341797,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,4.0,337,2650,480.36,7.7
Treebo Trend Citi International,28.64574432373047,77.19309997558594,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,4.0,160,3136,486.47,6.36
Ahuja Residency Sunder Nagar,28.60517120361328,77.24072265625,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.0,199,21089,567.1500000000002,6.74
Dewdrop Intercity Hotel,28.64569664001465,77.19021606445312,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,319,2687,480.36,7.6
Capital O 312 Hotel Aster Inn,28.646728515625,77.19722747802734,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4.0,281,2752,497.72000000000014,7.38
Hotel Clark International,28.64733123779297,77.18846893310547,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3.5,246,6832,480.36,6.63
Villa 33,28.54773712158203,77.19863891601562,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,4.0,58,3136,380.67,5.04
"Ameya Suites, New Delhi",28.540178298950195,77.29330444335938,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.5,73,3986,107.15,5.77
Hotel Singh Empire Dx,28.64443397521973,77.21529388427734,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,121,3717,523.7500000000001,5.92
Hotel Saar Inn,28.649150848388672,77.18876647949219,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,4.0,152,4444,467.51000000000016,6.28
Hotel Regent Grand,28.643104553222656,77.1729965209961,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,4.0,239,5166,464.97,7.08
Almondz Hotel,28.64393615722656,77.17243194580078,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3.5,307,3080,443.64,7.04
Jyoti Mahal,28.64187431335449,77.21173858642578,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.5,511,3004,533.0700000000003,7.85
Saket 27,28.51944351196289,77.21550750732422,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.0,82,3920,204.85,5.4
Capital O 1206 Hotel Silver Stone,28.6457633972168,77.18622589111328,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.0,65,3136,487.7900000000001,5.14
Hotel Aura,28.64602851867676,77.21468353271484,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3.5,515,3106,514.82,7.86
J P Hotel & Resort,28.62948608398437,77.31512451171875,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.0,156,4835,132.31999999999996,6.32
Inn Tawang,28.64459228515625,77.18407440185547,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,140,2519,487.7900000000001,6.14
Hotel Aman International,28.641401290893555,77.21592712402344,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.0,149,1792,523.7500000000001,6.24
Check In Room R K Ashram,28.704059600830078,77.10249328613281,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,23,2599,31.77,5.44
The Allure - A Boutique Hotel,28.54837989807129,77.24183654785156,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4.0,152,3248,394.01,6.28
Hotel Sita International,28.645397186279297,77.21233367919922,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4.0,153,1680,524.1400000000001,6.29
Hotel Palm Greens,28.522218704223643,77.21539306640625,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,29,3599,218.95,4.55
Hotel Tashkent Palace,28.643537521362305,77.21174621582031,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4.0,94,1800,533.0700000000003,5.57
Alpina Hotels & Suites,28.53610038757324,77.23857116699219,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,120,7056,290.86,5.91
Hotel Le Seasons,28.54628944396973,77.1256332397461,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,3.5,268,4292,160.85,6.79
Indus Biznotel,28.66653060913086,77.30912780761719,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,4.0,62,6015,96.95,5.1
Hotel Glow Inn,28.642147064208984,77.21492004394531,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4.0,81,799,523.7500000000001,5.38
TG Tashkent Hotel,28.643611907958984,77.21126556396484,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4.0,72,1679,533.0700000000003,5.25
SABS Homestay,28.52227783203125,77.214599609375,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,5.0,24,3920,218.95,5.46
Hotel Ivory 32,28.548200607299805,77.23855590820312,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.0,101,3080,393.58,5.66
Treebo Trend AND,28.50891494750977,77.16480255126953,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,18,2777,127.11,4.85
Capital O 467 Hotel Livasa Inn,28.64593505859375,77.18321228027344,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,3.5,97,1578,474.94000000000005,5.11
Kuldeep Friends Hostel,28.64059257507324,77.21304321289062,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,68,720,538.0300000000002,5.19
Hotel Pitrashish Premium,28.658849716186523,77.19104766845703,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,4.5,40,1846,433.93,5.24
Kaisons Inn,28.54701995849609,77.28765106201172,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.5,18,5600,133.13,4.85
Comfort BnB,28.57194709777832,77.22109985351562,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,4.5,23,2576,549.2400000000001,4.94
"Emblem Hotel, New Friends Colony",28.57486724853516,77.26423645019531,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,4.0,156,1612,448.95000000000016,6.32
FabHotel Marble Arch Karol Bagh,28.64529037475586,77.19587707519531,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,4.0,57,1964,497.72000000000014,5.02
Capital O 2242 Hotel Yuvraj Deluxe,28.64583778381348,77.21566009521484,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4.0,34,1847,514.82,4.64
Mehra Residency at the Airport,28.58646011352539,77.06520080566406,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,4.0,98,2431,46.84,5.62
The R Blues Hotel,28.5498046875,77.12840270996094,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,4.0,53,4032,160.85,4.96
Hotel Swaran Palace,28.646148681640625,77.18866729736328,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,3.5,109,2772,480.36,5.27
Hotel Kama Palace,28.645530700683594,77.18399047851562,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.0,9,1680,474.94000000000005,5.18
FabHotel Prime Shervani,28.605527877807607,77.24170684814453,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,3.5,173,2525,567.1500000000002,6.0
FabHotel White Klove Paharganj,28.641300201416016,77.21185302734375,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3.5,424,1534,533.0700000000003,7.58
Trendy Bed and Breakfast,28.58363914489746,77.25133514404297,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,4.0,37,2972,511.34000000000015,4.69
Orania B&B,28.55349159240723,77.2044677734375,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4.5,20,2325,426.86,4.88
JRD Exotica,28.566909790039066,77.19950103759766,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4.0,92,7056,511.94000000000005,5.54
Hotel Ritz,28.64530944824219,77.21688079833984,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,4.0,24,1533,514.82,4.46
Rainbow Residency,28.62697029113769,77.19410705566406,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4.0,27,4480,538.4500000000002,4.51
Hotel Aiwan-e-Shahi,28.65157890319824,77.23300170898438,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4.0,41,2034,487.64000000000016,4.76
Hotel Tourist Deluxe,28.648061752319336,77.21737670898438,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,123,2145,506.62000000000006,5.94
JRD Pride,28.58232879638672,77.25138092041016,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,16,2643,511.34000000000015,4.31
Hotel Bellvue,28.565200805664066,77.23979949951172,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.0,51,3499,497.25000000000017,4.92
OYO 696 Hotel Euro Star International,28.546594619750977,77.12629699707031,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,3.5,224,1802,160.85,6.46
Mapple Express,28.55290222167969,77.24472045898438,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.5,72,3090,399.79,4.75
Prem Sagar Guest House,28.63218116760254,77.2162857055664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5,73,3920,538.7400000000001,4.77
The Athena Hotel,28.57172203063965,77.26611328125,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4.0,76,2143,409.03,5.31
Anila Boutique Hotel,28.626708984375,77.13575744628906,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,3.5,119,3808,185.00000000000003,5.39
Satvik by Chhabra Farms,28.539979934692386,77.0828628540039,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,3.5,61,2697,52.32,4.58
The Grand Uddhav,28.640249252319336,77.21309661865234,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,4.0,23,4895,538.0300000000002,4.44
Mapple Emerald,28.52194976806641,77.09959411621094,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3.5,175,5190,46.84,6.02
Woodapple Residency,28.646005630493164,77.30070495605469,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.5,38,3234,240.32,5.21
Hotel Shubham Vilas,28.65070724487305,77.11970520019531,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5,18,1868,57.87,4.85
Hotel Mid Town,28.65069580078125,77.19290161132812,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4.0,24,1679,459.31,4.46
Aamantran By Sampari Hospitality,28.54796028137207,77.12615966796875,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,5.0,7,1343,160.85,5.14
Clarks Inn Suites Kapashera,28.53018951416016,77.08657836914062,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.0,20,4687,52.32,4.38
